store_id,status,timestamp_utc
b5d0a65d-6d54-47aa-95e9-9312f0353326,active,2024-10-03 23:33:20.412748 UTC
a792089b-e23d-435f-bc18-113b7cc95e11,active,2024-10-03 23:33:36.781143 UTC
7a242d0e-309c-4915-9755-e9019d69108d,active,2024-10-03 23:33:37.536328 UTC
ca793240-b974-4551-ba0b-649d1a52956c,active,2024-10-03 23:33:56.752347 UTC
3a2313be-27d9-429f-9906-ccd142d9906c,active,2024-10-03 23:34:04.138852 UTC
474b6ebc-d09f-4270-aad1-d8b4bfd0d98c,active,2024-10-03 23:34:06.15508 UTC
be7041f0-8d78-44c5-afcc-6e6b5f339119,active,2024-10-03 23:34:09.738372 UTC
5ff4f817-e978-49a1-acac-20f4b1a886e0,active,2024-10-03 23:34:17.383023 UTC
f2b972e3-64af-41e0-a723-8696289e3cb5,inactive,2024-10-03 23:34:20.51781 UTC
d608c50a-4725-4c02-bbaa-3771509914aa,active,2024-10-03 23:34:24.307392 UTC
3f2fda7a-c60c-47bb-a4e3-e38971b5a6d2,active,2024-10-03 23:34:43.490482 UTC
aae81865-7746-4917-9f0b-78fa788e6986,active,2024-10-03 23:34:45.004785 UTC
0233b870-8996-4137-a1c8-3e4ea98180c9,active,2024-10-03 23:34:47.54671 UTC
746057d8-244f-407c-8338-0deb71d36a14,active,2024-10-03 23:34:54.945422 UTC
327f40b6-5d1a-4f50-8437-bdfb477a4d43,active,2024-10-03 23:35:06.758638 UTC
638a06b8-6a75-48d5-a943-54bc05f573cc,active,2024-10-03 23:35:18.393246 UTC
fb1ce487-93f7-485c-8a91-42cbad973386,active,2024-10-03 23:35:27.512147 UTC
0ae10fd2-556d-4db1-abc4-41acd095e9bc,active,2024-10-03 23:35:35.454051 UTC
850494bb-dab4-4607-b856-fb17b43fabda,active,2024-10-03 23:35:38.684949 UTC
4ee40a3d-4ed8-488f-acc7-44b090615105,active,2024-10-03 23:35:43.72182 UTC
cfb18211-9aed-44ed-bc0c-03535be37b48,active,2024-10-03 23:35:47.318438 UTC
2228b70e-4c0e-4e2a-8a42-3bc96a7fdd08,active,2024-10-03 23:35:51.46238 UTC
12381e87-a967-44d9-ab36-2929a53ad1ba,active,2024-10-03 23:36:00.570995 UTC
5f96a457-3b02-4de1-9999-64f16862ff1e,active,2024-10-03 23:36:07.154134 UTC
838218c4-deb0-484b-baac-f0f605acc92c,active,2024-10-03 23:36:12.825404 UTC
9ec72748-4e52-4707-8eb0-c24ece8b5aed,active,2024-10-03 23:36:34.519946 UTC
5e8b8426-3423-4294-a6b3-5aec558800a3,active,2024-10-03 23:36:46.403869 UTC
820cc2d2-005c-4079-b698-8036cea1aad3,active,2024-10-03 23:36:46.104047 UTC
10d59c9c-e83a-4ec0-b17f-d86544470cf6,active,2024-10-03 23:36:52.572534 UTC
f7812b3c-0c0c-448b-8574-f17b29c64ca3,active,2024-10-03 23:37:00.779427 UTC
03243548-0353-4656-8079-7b2f89245a58,active,2024-10-03 23:37:01.83179 UTC
6588460c-9bf8-4aa7-bb16-d6a8dad88b28,active,2024-10-03 23:37:07.692198 UTC
e24bcf9a-e7eb-4e08-b5f6-3ec3de4745b6,active,2024-10-03 23:37:14.14563 UTC
f2137b08-fe17-4ac6-b567-10af21f1ef04,active,2024-10-03 23:37:18.115493 UTC
45546d9b-74d5-4418-9a08-0a8bb5f00be4,active,2024-10-03 23:37:18.049827 UTC
2ee5c720-1bc1-4758-b67e-d56f881d36bc,inactive,2024-10-03 23:37:20.051654 UTC
eafc494d-ce26-4943-9c52-256f3152aa6e,active,2024-10-03 23:37:30.21835 UTC
9eb8c1f0-4922-4ddf-b6ca-d0fe1ca4d571,active,2024-10-03 23:37:34.097144 UTC
2f33d254-b3d9-4091-a230-ebf2c04a0fb3,inactive,2024-10-03 23:37:39.742351 UTC
7cc13c05-ba2f-4ba5-ac64-f2f32f669d84,active,2024-10-03 23:37:41.133091 UTC
c1e575b4-7d3a-479f-b279-c8355d970181,active,2024-10-03 23:37:44.16246 UTC
1e8f53db-6c6d-471c-91bf-2a5cf6f943c7,inactive,2024-10-03 23:37:44.212899 UTC
94e19d12-3635-4e1e-885c-6c916597f272,active,2024-10-03 23:37:49.59322 UTC
8c730e2e-1960-480e-94c4-b1d491c216d2,inactive,2024-10-03 23:37:54.915919 UTC
2e9dc7d8-85f4-4cb1-b72b-977df5a05170,active,2024-10-03 23:37:55.615128 UTC
089b570b-b6fc-46f3-aedf-b8e4be1c1347,inactive,2024-10-03 23:37:57.470828 UTC
6f908bd4-52bb-4b05-af67-204ff8ed3779,active,2024-10-03 23:38:03.193889 UTC
e9d2e6e3-dfbe-4c51-a7d9-8e9d3d11255c,active,2024-10-03 23:38:07.122622 UTC
3f968e02-f6e0-4c6f-a528-3a94653f3b85,active,2024-10-03 23:38:09.577344 UTC
03904864-f270-42c1-b993-9710c911509a,active,2024-10-03 23:38:10.221727 UTC
cd948be1-ce0b-4473-bcdc-f5354ca02e1a,active,2024-10-03 23:38:13.443612 UTC
5f5556a0-9f4d-490a-85a9-9f9d7c1c20f6,active,2024-10-03 23:38:15.607733 UTC
01dd1a67-9582-4c07-9c47-22990be20152,active,2024-10-03 23:38:20.390286 UTC
18d8cfca-165d-4f17-aa62-38114cf20c93,inactive,2024-10-03 23:38:21.313014 UTC
e891e0c8-6018-4172-8373-54463bb4fa92,active,2024-10-03 23:38:21.749466 UTC
f68cac2a-530d-4c27-a294-d2e7161cc471,active,2024-10-03 23:38:22.162403 UTC
80328c8d-119b-485c-9de2-2964a40e60c0,active,2024-10-03 23:38:28.40699 UTC
accd7d30-02fb-4fb0-ae26-e164a4f44b2c,active,2024-10-03 23:38:28.437435 UTC
84e00fe4-c550-41a6-a7c3-0e10cb76441f,active,2024-10-03 23:38:30.22373 UTC
dd1d6d71-9fb7-4da9-be26-4739a1a9a5d2,active,2024-10-03 23:38:30.411792 UTC
5606c205-9251-4fce-ad42-7ace8e035eef,active,2024-10-03 23:38:29.982443 UTC
c1e8e247-373e-41cb-a395-565103fd024a,active,2024-10-03 23:38:34.410363 UTC
4610c8f9-adb8-4100-910d-51a8f9615b32,active,2024-10-03 23:38:33.889291 UTC
403e48e1-cee6-4459-bed3-265f0b839533,active,2024-10-03 23:38:41.465936 UTC
ae27e21e-35e8-4e85-8b79-5a0e0a6ec82d,active,2024-10-03 23:38:43.123134 UTC
9a3d91ab-e42a-4ae4-b9b3-a8511fdc7477,active,2024-10-03 23:38:45.154644 UTC
5bbcb8d5-b46b-40d9-b7cf-8cbaed70e76e,active,2024-10-03 23:38:45.202291 UTC
2cdc301e-a8dd-411a-b870-78e8b5286fb9,active,2024-10-03 23:38:54.938082 UTC
f69571d4-046c-4862-85d2-3dbf3e064b3e,active,2024-10-03 23:38:55.927923 UTC
84233064-c786-423f-b19c-22137d103c16,active,2024-10-03 23:38:59.376602 UTC
a7e73b18-6383-4cc0-90c1-1ae41fe725e2,active,2024-10-03 23:39:06.668428 UTC
2a77eaed-c15e-4886-b8d3-69c9aa5fc9f5,active,2024-10-03 23:39:14.510533 UTC
ae2483af-617e-484a-9f03-1bb4f8fca65e,active,2024-10-03 23:39:20.799939 UTC
9bd7eda7-0bfc-4565-9471-061f680f2847,active,2024-10-03 23:39:24.9987 UTC
4dca9a9f-f326-4f54-b504-e321481e9d41,active,2024-10-03 23:39:25.303081 UTC
7801d8ab-bcdd-4acf-ac1e-0304f90ae467,active,2024-10-03 23:39:25.339153 UTC
48efb667-b873-4b86-b6f2-74a272b13cc4,active,2024-10-03 23:39:33.689754 UTC
cbbc8ff5-73f6-4499-bbe7-a379179ee5fc,active,2024-10-03 23:39:40.046963 UTC
5129ccfe-3440-4e98-a5c8-28afd6737a76,active,2024-10-03 23:39:40.864511 UTC
e9d22f1f-8e63-4a1e-89c3-b3fa750d0db4,active,2024-10-03 23:39:43.705499 UTC
ad658f16-269e-4bb1-af8d-c29f47df6f00,active,2024-10-03 23:39:45.917355 UTC
bae161a4-6583-46ed-8671-c8473e43af1c,inactive,2024-10-03 23:39:49.229175 UTC
d24aa387-1bda-478f-9233-e781118702b2,active,2024-10-03 23:39:50.169003 UTC
63f4b85d-8cea-4331-a2a8-59299a925fb4,active,2024-10-03 23:39:56.824549 UTC
27e97727-3719-41fd-93e3-361ca41e1a71,active,2024-10-03 23:40:08.23832 UTC
ab19aa77-1ded-4366-9e72-c5c06514ec5d,active,2024-10-03 23:40:10.20771 UTC
0ab1cbc7-5cdd-439b-af54-557a14b55b56,inactive,2024-10-03 23:40:10.949487 UTC
c5272cc6-e503-42a1-a424-536d02c109eb,active,2024-10-03 23:40:13.722374 UTC
e8464366-fa82-4802-8f8a-a4a15315c18f,inactive,2024-10-03 23:40:15.121263 UTC
ff546a01-1076-4a32-940b-cdca27dee2b5,active,2024-10-03 23:40:13.733214 UTC
85690cbd-c8da-49e0-b0eb-d6302eff0e0f,active,2024-10-03 23:40:21.734667 UTC
b9797987-ee11-47de-b60a-f6e31f70b945,active,2024-10-03 23:40:26.509453 UTC
6ab67bd6-8a17-4e43-b393-9a88f5292cf9,active,2024-10-03 23:40:28.627397 UTC
2f5c1898-f025-4c14-9f2e-b83c4b57d0e2,active,2024-10-03 23:40:28.749097 UTC
40632bbd-78d8-48c1-96d1-f4b088314b65,active,2024-10-03 23:40:32.523794 UTC
a1350619-7ea4-4910-a05f-d91b83f928fc,active,2024-10-03 23:40:38.086211 UTC
8bb9776c-696f-4b36-b87c-985b7ef0ce42,active,2024-10-03 23:40:39.561081 UTC
63e11aaf-ffbd-41b6-8567-b2214abe15d6,active,2024-10-03 23:40:41.914275 UTC
535059b5-566b-446b-b87e-1fc6661ff48b,active,2024-10-03 23:40:43.926675 UTC
be5fdf3f-d3fa-4c0b-af4c-b2951a91fb45,inactive,2024-10-03 23:40:51.085854 UTC
9e3c4e79-1c02-4d8e-abc6-4f33c8b3db82,active,2024-10-03 23:40:50.459423 UTC
7d4e4594-536c-4c52-bd9c-59326c1608d4,active,2024-10-03 23:40:53.611012 UTC
7fc2a3ca-9eac-4648-87a5-2e896e9a32b6,active,2024-10-03 23:40:53.223446 UTC
2312fd5a-a221-4eb2-8144-80597f8a1cdb,active,2024-10-03 23:41:01.567427 UTC
a19a8d90-b6a5-4743-988c-4a3f16828161,active,2024-10-03 23:41:01.744014 UTC
a920a0e7-c321-4733-9917-50aa8e0de1e8,active,2024-10-03 23:41:17.114947 UTC
dc235a18-b1ab-4363-a79c-56b8fb82d301,active,2024-10-03 23:41:18.705459 UTC
ac5b2ca0-e372-40cd-b61b-693d7bee02bb,active,2024-10-03 23:41:22.750662 UTC
3821f617-f9da-46f8-9585-b2b180698bb0,active,2024-10-03 23:41:25.342741 UTC
031543eb-84ff-4d73-a811-b3bb44ac0c79,active,2024-10-03 23:41:30.695942 UTC
9a909013-1d1d-42b9-a0cf-b7d1455b7260,active,2024-10-03 23:41:33.529192 UTC
78b5b775-99d4-4875-8803-cda775e254c5,active,2024-10-03 23:41:35.105626 UTC
dd97795b-c070-4af6-ad21-c665a5231e6a,active,2024-10-03 23:41:37.038832 UTC
dda91dd6-476e-4088-8688-acdcae433f7a,active,2024-10-03 23:41:39.221511 UTC
3b57c75c-34cb-4697-b2de-612e0beb4823,active,2024-10-03 23:41:52.856324 UTC
21db19ac-8cdc-4504-845c-65e4e0a23615,active,2024-10-03 23:41:52.942152 UTC
25d67545-7a1c-4a32-9bc2-0f6bec0551de,active,2024-10-03 23:41:54.740886 UTC
7ce35467-0119-46c7-b42b-c7da5d5b793e,active,2024-10-03 23:42:00.169619 UTC
23b352bf-6016-4b34-96cd-1d155ce1ccac,active,2024-10-03 23:41:57.894719 UTC
133ac8d8-8516-4407-9fe3-1385959c0d0b,active,2024-10-03 23:42:01.753367 UTC
b94b81cb-3809-494a-b49d-fb8acaebe695,active,2024-10-03 23:42:03.190362 UTC
e1be9144-4959-4424-8c7f-df67b4f09eb9,active,2024-10-03 23:42:08.281688 UTC
a5acef1c-faec-4c3e-a4de-b862e7f453a0,active,2024-10-03 23:42:09.051167 UTC
7041b005-08cc-4aa1-b668-e7023db27c0d,active,2024-10-03 23:42:10.62257 UTC
bc3111fd-2f5f-4244-baff-3d7afd5e100b,active,2024-10-03 23:42:29.678023 UTC
b071cd56-c96d-488a-82a0-1722ebc023b6,active,2024-10-03 23:42:30.709608 UTC
03edf5ed-e502-47f3-8a4a-2fe6cd05a712,active,2024-10-03 23:42:32.183865 UTC
ad70d0a7-08f8-4c1c-aebe-256d5f4d78b5,active,2024-10-03 23:42:37.656373 UTC
bb3054a5-63f9-4ce7-a7be-b90145c1a469,active,2024-10-03 23:42:50.927144 UTC
b6510d6d-37b6-4c9f-a08c-730960768afd,active,2024-10-03 23:42:51.920228 UTC
593ea6c5-600b-441f-b526-c3259c67415b,active,2024-10-03 23:42:55.349827 UTC
f6369e14-2d43-4df0-8a2b-f49fa848b653,active,2024-10-03 23:42:59.606875 UTC
1bc5b267-137e-4983-87dc-3bba68f491b3,active,2024-10-03 23:42:59.058985 UTC
2c8caeab-3275-4e5e-baea-2ba2b06a4efb,active,2024-10-03 23:43:02.942191 UTC
e93f9c64-556e-41a1-a062-9702689c16e6,active,2024-10-03 23:43:06.426253 UTC
95b66a1f-11e5-4f8c-8723-a4bb72be841e,active,2024-10-03 23:43:13.223406 UTC
82926e80-bde1-4144-8c47-047e79e95d18,active,2024-10-03 23:43:16.253003 UTC
5dc2631d-7d4d-4d64-852d-128bca82bf4e,active,2024-10-03 23:43:16.229282 UTC
77171692-33fa-4b08-b39c-53481c12eac0,inactive,2024-10-03 23:43:25.547385 UTC
4885fba1-28cc-4cbf-8845-ef62c3b81f8f,active,2024-10-03 23:43:26.459096 UTC
a176929d-7275-424c-9247-8cd5dca3c0c2,active,2024-10-03 23:43:42.270478 UTC
833f3d50-b642-4598-b0f8-af4c52beec4b,active,2024-10-03 23:43:44.258265 UTC
7e2c25cf-0b1d-49de-8d09-93d1c39ffd04,active,2024-10-03 23:43:44.308313 UTC
93f7d031-a50a-4a01-abfa-81f7ed6c2084,active,2024-10-03 23:43:45.165424 UTC
da6b3ba3-0333-40b1-98dc-15d1558c396c,active,2024-10-03 23:43:46.54129 UTC
7365a544-4de6-4ca7-aa2c-62685f35d6ff,active,2024-10-03 23:43:53.909551 UTC
909a5879-4a0e-452d-afac-174fe93c6f3c,active,2024-10-03 23:44:00.804778 UTC
11ddfc4e-f85f-4667-9bd0-ab3a73b88bbe,active,2024-10-03 23:44:05.987026 UTC
480b6c0c-9d49-4136-a7ff-ac7346ad9d94,active,2024-10-03 23:44:09.178391 UTC
eb9c7cd7-e2be-4641-9feb-bd75d25ba809,active,2024-10-03 23:44:12.196516 UTC
bb7980a5-e7b3-407b-9044-8c924f83be0b,active,2024-10-03 23:44:15.191766 UTC
b6f49639-9226-4d00-ae31-1d145be33002,active,2024-10-03 23:44:23.410574 UTC
d84202cb-ac8e-470b-b17f-ffdfd9979d01,active,2024-10-03 23:44:25.770514 UTC
b117361e-92d7-4d6c-9ad7-b7f887c9c021,active,2024-10-03 23:44:29.36851 UTC
ef969cbb-ae17-458f-b6f2-fbd683799285,active,2024-10-03 23:44:35.321743 UTC
cf432ddc-a5d7-4b57-86f4-4d12f08e1c6d,active,2024-10-03 23:44:42.297946 UTC
88cf02d2-6352-49f5-bde5-df0e3bf01bbf,active,2024-10-03 23:44:44.446862 UTC
d22ba0f8-40f5-4446-a5c2-887237ff9304,active,2024-10-03 23:44:47.540637 UTC
0a1d42a2-f6ad-4c6b-9617-375126714502,active,2024-10-03 23:44:50.184204 UTC
210b7bc7-bed6-426c-a422-f2d6046f49ec,active,2024-10-03 23:44:50.999612 UTC
bcbb0b03-342f-4009-8bc0-de96d53b6c2a,active,2024-10-03 23:44:51.80777 UTC
a858f1f0-efd6-4df3-892e-3d1aa6680189,active,2024-10-03 23:45:01.644852 UTC
d7773731-54d9-434a-a187-fd06d62ef270,active,2024-10-03 23:45:08.492117 UTC
e7ea7ffb-87b6-4198-9c88-1babd2d2fe2d,active,2024-10-03 23:45:08.717354 UTC
31408b7f-8058-41ed-9619-b4e6d3bc7cff,active,2024-10-03 23:45:12.520302 UTC
1099985e-d98b-45d4-abc3-50e333ae5b1d,active,2024-10-03 23:45:16.269285 UTC
54f92288-a3a6-488a-9a07-b4f30fa85c8a,active,2024-10-03 23:45:22.795879 UTC
5a754edf-df2a-4701-88d6-34def56b02aa,active,2024-10-03 23:45:48.925924 UTC
60878a6f-5a31-4da5-aa21-9072676f4b88,active,2024-10-03 23:45:50.15664 UTC
43b0ab6f-e5c4-410c-b7cd-bf401b70a9e6,active,2024-10-03 23:45:54.166716 UTC
adc9672e-23c4-4f7d-8416-a96504325c30,active,2024-10-03 23:45:57.240155 UTC
0ad06e9f-7eb8-4b79-94af-25c48e3b1b78,active,2024-10-03 23:46:02.872144 UTC
2791fa63-22c5-4ec2-83fd-1aa0d6b80c3d,active,2024-10-03 23:46:11.76575 UTC
d58d3735-3173-497d-88ff-bc567c32cfd0,active,2024-10-03 23:46:24.536247 UTC
f660ed62-e1d2-4e4f-ab29-9104fb0224e3,active,2024-10-03 23:46:27.405816 UTC
07e22d07-7019-4fa6-bdcf-dc328c2ece17,active,2024-10-03 23:46:29.701589 UTC
5e2884cf-dcff-4320-85b1-881105855a70,active,2024-10-03 23:46:34.972402 UTC
f6b5dd36-17e2-484c-af5d-3c9bed5ebff4,active,2024-10-03 23:46:51.522708 UTC
a05f10cc-b330-4115-b104-7bbbe5638eab,active,2024-10-03 23:47:01.093938 UTC
d4f5a61b-b3ca-4783-aacf-df4939c541a4,active,2024-10-03 23:47:02.872361 UTC
532e4e35-21c2-4dc7-ae7c-5f05449624b7,active,2024-10-03 23:47:13.002949 UTC
ce6d39f5-f3f6-40fd-aab4-a55382064977,active,2024-10-03 23:47:14.379932 UTC
ad86629c-2909-4cea-bf15-5b9685fcb616,active,2024-10-03 23:47:19.535887 UTC
0ccc4add-57b0-4d00-aaca-58c76136be59,active,2024-10-03 23:47:23.270732 UTC
dece6049-caa2-4447-a608-858531dd652d,inactive,2024-10-03 23:47:32.415845 UTC
022ba325-8587-4897-98ff-7ec3ab2882c1,active,2024-10-03 23:47:31.094406 UTC
73955864-56fe-4ceb-9626-795304935b0f,active,2024-10-03 23:47:34.766862 UTC
72a835c9-387e-4aa0-a3b2-f1d0403c8841,active,2024-10-03 23:47:43.9171 UTC
01c792cd-2acb-4dd2-89b3-9f58ee057494,active,2024-10-03 23:47:48.094444 UTC
c45f3d8d-7120-4848-898f-fd6d2d676d97,active,2024-10-03 23:48:08.130562 UTC
70fa3dd8-3285-4e32-bf4f-7f0d77fb1899,active,2024-10-03 23:48:08.966383 UTC
92921c12-2ae9-4a4e-a8b5-054070c143c2,active,2024-10-03 23:48:15.894649 UTC
5b323edb-d0a5-4c45-b177-1a38b49df06c,active,2024-10-03 23:48:19.518487 UTC
b48b7622-2416-4369-9628-554e29ecf0f7,active,2024-10-03 23:48:22.258811 UTC
33827bf2-5513-4ba1-88d2-05d474b6d14c,active,2024-10-03 23:48:25.215577 UTC
100142fe-7fb2-47d7-ab03-a9cd6eee75a0,active,2024-10-03 23:48:32.63926 UTC
85456dcf-2b6d-4d7e-a16a-ba5c413493d9,active,2024-10-03 23:48:47.32377 UTC
592d175d-3aa4-4492-9a2a-853461062cc5,active,2024-10-03 23:48:47.580079 UTC
5aeff866-38fd-4a89-9934-49922285eed8,active,2024-10-03 23:48:48.683276 UTC
ab2ff266-f66e-482a-b965-8215417cd29e,active,2024-10-03 23:48:55.186311 UTC
966f1d0c-cc52-4250-9057-f6f39ae227d6,active,2024-10-03 23:48:56.770971 UTC
47e944a1-b22c-4179-85d9-5672ba94713b,active,2024-10-03 23:48:59.597676 UTC
923e818a-0961-4476-a563-247cdf293f2c,active,2024-10-03 23:49:04.472 UTC
7f1df44f-0a2c-4d7a-914c-94629a8e4eb5,active,2024-10-03 23:49:16.519208 UTC
148391b1-76a0-4b50-9c6c-cfdbf5a2a332,active,2024-10-03 23:49:23.464136 UTC
bc99681a-5fb8-4b63-b86f-f6e88051004d,inactive,2024-10-03 23:49:26.362348 UTC
b0b5688d-c78a-44ee-af72-e2e946f854a6,active,2024-10-03 23:49:26.43784 UTC
87e38316-0f0b-48f6-990f-2ddfe79259a3,active,2024-10-03 23:49:25.427399 UTC
c1bff582-1dc5-489d-802b-d328ab0518ac,active,2024-10-03 23:49:36.580712 UTC
b6898f84-72ad-4688-ae90-d84911d022f3,active,2024-10-03 23:49:40.687368 UTC
7d823b82-f8d8-4f1e-a8d5-b855a01eeaf9,active,2024-10-03 23:49:45.021997 UTC
bab4c149-1f42-4aa6-911b-1d14c00091fa,inactive,2024-10-03 23:49:49.804706 UTC
d056756f-5b52-4dca-a4df-638266355748,inactive,2024-10-03 23:49:50.281639 UTC
bec1f028-bbf5-4bd6-94e0-f3dbc601926b,active,2024-10-03 23:49:50.511095 UTC
1d47bb18-7da5-4d68-a1f0-7cff55bfcc99,active,2024-10-03 23:49:53.888751 UTC
72cdc554-3948-431b-9112-8abe61ba5376,active,2024-10-03 23:49:53.310515 UTC
a4a7614f-5dca-4afb-ad4d-3a7540201f4e,inactive,2024-10-03 23:49:56.166072 UTC
6ecfec14-02e7-4819-bdc2-ffbd7cd07bbc,active,2024-10-03 23:50:04.099127 UTC
153c0236-08ac-4f69-9543-720125d15b5f,active,2024-10-03 23:50:06.496525 UTC
0e71b501-c981-4268-8fbd-63cdc5d285e1,inactive,2024-10-03 23:50:13.90276 UTC
c5e4b48a-2424-457c-a49f-c29b9a25b3dc,active,2024-10-03 23:50:15.943203 UTC
009c0a31-4856-4f4b-a2a1-a53145db6f45,active,2024-10-03 23:50:17.129881 UTC
0d257b29-f267-4449-aa8e-c0e783eb841b,inactive,2024-10-03 23:50:15.584503 UTC
9cb27797-5d3f-4fa5-a146-887a921fb06e,active,2024-10-03 23:50:17.540844 UTC
abc9f096-aa34-45f7-883d-0840d3907ac5,active,2024-10-03 23:50:16.45397 UTC
ef055fc4-b717-451b-a668-a784f5ccbcab,inactive,2024-10-03 23:50:27.61434 UTC
3feb998a-56a2-44ce-af85-8548f9d081a6,active,2024-10-03 23:50:32.369248 UTC
20738117-b5e5-484f-aec5-5ab563a50c1c,active,2024-10-03 23:50:40.842593 UTC
0784b45b-19ed-4e45-b825-dde04b19783b,inactive,2024-10-03 23:50:40.832889 UTC
da4612b7-aa39-42d3-a88a-341e86d86619,active,2024-10-03 23:50:54.042533 UTC
97fea5f1-dbf6-4107-9878-1c1ebcb0d01d,inactive,2024-10-03 23:50:58.358883 UTC
622f272f-2b3e-4be0-9494-8fed88268d87,inactive,2024-10-03 23:51:01.379261 UTC
82a90ca9-9b4b-4de3-be1c-c9992fc414a0,active,2024-10-03 23:51:02.800564 UTC
cc9bdba3-e477-4a2a-9224-cc305b1f43eb,active,2024-10-03 23:51:04.81595 UTC
13b3c002-1845-4a08-b9f0-0889e5b01df9,active,2024-10-03 23:51:08.734287 UTC
a03c04ec-2a54-4eb0-a204-c8d03ce7fefa,active,2024-10-03 23:51:16.096266 UTC
8489c804-fdc9-4814-ac40-2094986632fe,inactive,2024-10-03 23:51:17.026455 UTC
1d96958a-5d5c-486b-9ebc-1930ab2a29ad,active,2024-10-03 23:51:29.435113 UTC
b6a66c4e-9ac5-426f-a901-d7a053a4a36c,active,2024-10-03 23:51:30.411709 UTC
345188e9-8130-458c-b63b-4723187805c3,active,2024-10-03 23:51:33.584795 UTC
99022b7d-c1ce-4cc6-8a66-e375d25973e7,active,2024-10-03 23:51:37.184072 UTC
b0141b06-f9c6-4abb-974b-02a69895b9fb,active,2024-10-03 23:51:38.972868 UTC
b4941c10-6221-4d53-9f8f-1bb64f963fbd,active,2024-10-03 23:51:39.38773 UTC
1427aed8-3f67-4323-a874-2547ae18670a,active,2024-10-03 23:51:42.992367 UTC
c80c40ee-25c8-4472-8477-86103463660a,active,2024-10-03 23:51:47.240015 UTC
7a2e74ae-7f5e-4382-a6a2-2e5e2119655a,active,2024-10-03 23:51:53.300892 UTC
b0bf2679-bc55-40aa-9375-8a340e0b6b1e,active,2024-10-03 23:51:56.672368 UTC
45c116aa-a1cc-4933-afe7-d32c2aa7477a,active,2024-10-03 23:52:00.109496 UTC
c9902203-cfdc-4658-b9f0-4f411cca1bd7,inactive,2024-10-03 23:51:59.485262 UTC
bfe83e2c-fc19-4564-b057-7205cf9d12db,inactive,2024-10-03 23:52:02.573349 UTC
